,Infected,predicted_Infected
2021-10-30,1518,1545.3676414014785
2021-10-31,1566,1558.712685369334
2021-11-01,1608,1585.4776492090236
2021-11-02,1628,1681.0909703038312
2021-11-03,1702,1691.1304901751555
2021-11-04,1768,1732.8054797445589
2021-11-05,1800,1805.3244923441262
2021-11-06,1838,1855.8215982226814
2021-11-07,1895,1839.9398738787856
2021-11-08,1897,1931.9610285898048
2021-11-09,1934,1930.349587459574
2021-11-10,1968,1983.1362410965976
2021-11-11,2018,1956.2973637152115
2021-11-12,2006,2061.2572848684526
2021-11-13,2049,2005.0210375685922
2021-11-14,2048,2023.9878275286562
2021-11-15,2023,2066.2224868302897
2021-11-16,2041,1999.2117143221342
2021-11-17,2017,2065.285639456566
2021-11-18,2041,2051.5884999595664
2021-11-19,2076,2099.988507227692
2021-11-20,2136,2120.7079329722874
2021-11-21,2182,2197.6719140526466
2021-11-22,2245,2201.438795903103
2021-11-23,2265,2306.452612813732
2021-11-24,2327,2336.055092150947
2021-11-25,2400,2451.1067480990605
2021-11-26,2528,2515.822877405021
2021-11-27,2650,2644.3834860388297
2021-11-28,2772,2775.2345631688027
2021-11-29,2903,2830.247392435934
2021-11-30,2964,3066.5631985485065
2021-12-01,3131,3115.46609911911
2021-12-02,3291,3244.2146233737794
2021-12-03,3410,3368.2083039659724
2021-12-04,3490,3537.9972461818775
2021-12-05,3621,3625.89902152388
2021-12-06,3762,3736.5024741615503
2021-12-07,3882,3967.446819076346
2021-12-08,4094,4106.727565556845
2021-12-09,4331,4299.125524060309
2021-12-10,4548,4498.602612260377
2021-12-11,4724,4721.29396812397
2021-12-12,4904,4875.2374844878805
2021-12-13,5061,5055.160754386437
2021-12-14,5217,5206.514819980355
2021-12-15,5367,5368.640190576107
2021-12-16,5523,5624.515125774404
2021-12-17,5788,5824.532329343884
2021-12-18,6104,5935.924142587327
2021-12-19,6260,6175.180954502627
2021-12-20,6333,6391.467047856916
2021-12-21,6466,6378.053978861606
2021-12-22,6512,6391.529933058628
2021-12-23,6437,6484.6855625193675
2021-12-24,6410,6371.726344741772
2021-12-25,6345,6278.668354928306
2021-12-26,6215,6185.737007693417
2021-12-27,6059,6105.245173666597
2021-12-28,5952,5894.087809862941
2021-12-29,5790,5752.572131083434
2021-12-30,5596,5511.674516463568
2021-12-31,5327,5218.871495536955
2022-01-01,4968,5048.21183984266
2022-01-02,4708,4769.617738873832
2022-01-03,4520,4486.140768283655
2022-01-04,4307,4301.713585982829
2022-01-05,4099,4160.946673038031
2022-01-06,3960,3832.979103852588
2022-01-07,3703,3750.3970489440435
2022-01-08,3507,3552.0080501850134
2022-01-09,3364,3393.366572074576
2022-01-10,3255,3274.086689844369
2022-01-11,3168,3200.5445983926647
2022-01-12,3115,3089.689970301086
2022-01-13,3038,3077.062304347601
2022-01-14,3001,3045.086389587639
2022-01-15,3008,3027.937255399171
2022-01-16,3035,3020.8844163875456
2022-01-17,3048,3058.8977035517805
2022-01-18,3072,3199.804829968872
2022-01-19,3225,3200.595483680131
2022-01-20,3360,3485.1117540656774
2022-01-21,3631,3699.6091017891404
2022-01-22,3998,4016.0787265797067
2022-01-23,4422,4411.1810918136325
2022-01-24,4879,4889.668170394217
2022-01-25,5395,5437.892206187094
2022-01-26,6013,6102.909010484033
2022-01-27,6802,6874.904958410093
2022-01-28,7777,7997.620126041892
2022-01-29,9144,8675.131612642002
2022-01-30,10200,10063.779195738434
2022-01-31,11226,11277.605983466397
2022-02-01,12412,12108.74100245511
2022-02-02,13388,13446.64284792626
2022-02-03,14504,14616.587705737787
2022-02-04,15835,16271.77595703896
2022-02-05,17765,17287.025161924168
2022-02-06,19394,19407.3976120751
2022-02-07,21187,21510.34245459639
2022-02-08,23499,23938.723571447325
2022-02-09,26551,26124.948732650166
2022-02-10,29518,28803.311730939564
2022-02-11,32022,32700.98996509227
2022-02-12,35475,34873.51646311654
2022-02-13,38634,37634.68429325497
2022-02-14,40986,41955.77524460722
2022-02-15,44510,45056.0561847405
2022-02-16,48930,49694.19372629462
2022-02-17,54629,53910.86825118065
2022-02-18,60190,59452.03788939958
2022-02-19,65504,66578.02313334968
2022-02-20,72456,70014.31825326532
2022-02-21,77445,76937.4310892555
2022-02-22,82235,84160.63914545526
2022-02-23,89366,91314.66263542429
2022-02-24,99233,97562.06738461043
2022-02-25,108334,105686.16236887014
2022-02-26,115379,114585.46846868633
2022-02-27,122037,122151.21004034132
2022-02-28,129200,125863.4106589781
2022-03-01,133251,135293.93197535802
2022-03-02,139536,141588.74224141534
2022-03-03,148267,148322.23621042693
2022-03-04,157603,158637.97234118578
2022-03-05,168627,162901.39349615024
2022-03-06,174296,176328.10498866258
2022-03-07,182256,178916.9672985873
2022-03-08,187088,189821.4304824883
2022-03-09,194854,194876.6994791362
2022-03-10,202966,199281.6765568178
2022-03-11,207578,214331.74403638265
2022-03-12,219202,216199.23308462728
2022-03-13,228306,226401.01338536985
2022-03-14,235804,239428.71593644982
2022-03-15,247292,251401.1414396032
2022-03-16,263649,263238.2545002158
2022-03-17,280650,272214.6650112841
2022-03-18,289768,282577.388392023
2022-03-19,291758,294028.7455464129
2022-03-20,296048,288566.92554642784
2022-03-21,292810,301065.88868292194
2022-03-22,297773,298821.12257728254
2022-03-23,303886,300433.3929921527
2022-03-24,306601,308159.8238701776
2022-03-25,310913,299743.4494589271
2022-03-26,303959,312276.5039599708
2022-03-27,305292,297475.43737521116
2022-03-28,298780,303638.7417176782
2022-03-29,297162,293545.66207366827
2022-03-30,291956,282050.26264685177
2022-03-31,277109,280361.3772437147
2022-04-01,266104,270290.2058747941
2022-04-02,259556,260204.84448493298
2022-04-03,253802,252866.7094956241
2022-04-04,247261,251524.30429056572
2022-04-05,245042,237072.57077557332
2022-04-06,234945,231043.179897754
2022-04-07,221523,223054.7332788721
2022-04-08,210312,214123.52520564105
2022-04-09,203287,196887.5906678555
2022-04-10,190311,195444.4010324345
2022-04-11,182969,182840.81187227415
2022-04-12,175787,168824.80764222523
2022-04-13,162198,164419.2310457967
2022-04-14,151709,153532.63128336938
2022-04-15,143604,142545.4420351901
2022-04-16,134930,134535.22769610153
2022-04-17,126409,131665.86669970906
2022-04-18,123351,117513.81605704516
2022-04-19,114671,113229.78947632895
2022-04-20,105262,107478.87215899581
2022-04-21,98660,98368.65278820632
2022-04-22,92199,92149.65479837536
2022-04-23,86115,86551.32396948256
2022-04-24,80840,83207.92693338328
2022-04-25,78111,73214.58228756866
2022-04-26,70743,71436.40464515566
2022-04-27,64698,65060.39711517114
2022-04-28,59914,60247.59834196793
2022-04-29,55480,56544.87547530218
2022-04-30,51833,53287.796300528586
2022-05-01,48719,50252.89072611787
2022-05-02,47143,48928.885031988604
2022-05-03,43081,44735.92226406808
2022-05-04,39813,41052.21846256664
2022-05-05,37161,38024.3219786299
2022-05-06,34227,35758.46789061733
2022-05-07,32573,33339.6916096642
2022-05-08,30962,31283.271945809756
2022-05-09,30228,30426.826882442696
